customer_key,customer_id,email,first_name,last_name,date_of_birth,gender,phone,country,region,state,city,postal_code,address_line1,address_line2,preferred_language,customer_status,registration_date,email_opt_in,sms_opt_in,push_opt_in,effective_date,expiry_date
130,CUST00000103,customer103@email.com,Xovikat,McAnderson,1988-05-14,Other,+43-330-2598,Italy,West,Lazio,Rome,  84626,255 Main Street,Floor 6,French,Active,2021-08-24,No,No,Yes,2023-07-04,
131,CUST00000104,customer104@email.com,Huyoxuj,  MACANDERSON,1990-10-06,F,+48-552-5394,Germany,South,Bavaria,Nuremberg,97618,925 High Street  ,Floor 15,Spanish,Active,2024-10-25,Yes,Yes,Yes,2024-11-13,
132,CUST00000105,customer105@email.com,Kitey,Hoffmann,1958-09-08,Other,+31-188-6306,Spain,East,Valencia,Valencia,65251,289 High Street,,Italian,Active,2023-11-08,No,YES,No,2024-01-24,
133,CUST00000106,customer106@email.com,Weni,DeWilson,1961-07-24,F,,Germany,,,,39142,429 Main Street,,Italian,Active,2024-02-05,Yes,Yes,Yes,2024-02-05,2024-02-12
134,CUST00000106,customer106@email.com,Weni,DeWilson,1961-07-24,F,,Germany,,,Cologne,  39142,429 MAIN STREET,,Italian,Active  ,2024-02-05,No,Yes,Yes,2024-02-12,2024-06-24
135,CUST00000106,customer106@email.com,Weni,DeWilson,1961-07-24,F,+36-758-3384,United Kingdom,North,Merseyside,Liverpool,41323,628 High Street,,Italian,Active,2024-02-05,Yes,Yes,Yes,2024-06-24,
136,CUST00000107,customer107@email.com,Yureha,DaDavis,1956-06-28,M,+39-495-5812,United Kingdom,South,East Sussex,Brighton,54371,667 HIGH STREET,,Spanish,Active,2021-02-17,Yes,No,Yes,2023-04-24,
137,CUST00000108,customer108@email.com,Lori,LeMiller,1956-08-17,F,+43-209-9151,Germany,East,Saxony,Leipzig,17509,984 Main Street,Suite 182,English,Active,2021-04-02,No,Yes,no,2022-02-10,
138,CUST00000109,customer109@email.com,Rayotuvo,MacJones,1965-09-11,M,+31-254-3409,France,South,Provence-Alpes-Cote d Azur,Nice,91473,820 High Street,,German,ACTIVE,2022-04-12,Yes,Yes,Yes,2024-07-21,
139,CUST00000110,customer110@email.com,LindLey,LaWeber,1966-07-07,M,+39-582-1083,United Kingdom,North,Greater Manchester,Manchester,54883,668 HIGH STREET,,  French,ACTIVE,2024-12-21,No,Yes  ,No,2025-01-10,
140,CUST00000111,customer111@email.com,Michael,DelDavis,1955-01-05,M  ,+46-153-7621,Spain,West,Community of Madrid,Madrid,90260,5 Main Street,,Spanish,Active,2022-01-01,No,yes,Yes,2022-06-27,
141,CUST00000112,customer112@email.com,PetrLey,DeSchneider  ,1981-07-02,Other,  +48-880-9834,Italy,East,Veneto,Verona,82213,849 high street,,English  ,Active,2022-08-23,Yes,no,yes,2022-11-23,
142,CUST00000113,customer113@email.com,Sedeyesa,Owilson,1979-03-26,Other,+47-605-6935,France,West,Pays de la Loire,Nantes,80032,456 High Street  ,,Spanish,Active,2021-12-02,No,No,Yes,2023-11-05,
143,CUST00000114,customer114@email.com,Bali,MacWilliams,1986-08-22,F,+46-454-4133,United Kingdom,West,Bristol,Bristol,  89810,669 Main Street,,Italian,Active,2024-02-24,Yes,No  ,no,2024-02-24,
144,CUST00000115,customer115@email.com,Tixoyen,WestBerg,1983-08-10,F,+30-552-9277,France,North,Ile-de-France,Paris,68058,173 High Street,Apt 304,Italian,Active,2024-04-16,No,No,No,2024-09-26,
145,CUST00000116,customer116@email.com,Ceyenox  ,MacFischer,1954-05-03,M,+40-712-1238,Spain,West,Castile and Leon,Salamanca,66284,426 High Street,,English,Active,2022-06-12,Yes,No,Yes,2022-06-17,
146,CUST00000117,customer117@email.com,Michael,DaBrown,1980-10-06,M,+36-365-1578,United Kingdom,West,West Midlands,Birmingham,55692,615 High Street,,English,Active,2021-07-04,Yes,yes,Yes,2021-07-19,
147,CUST00000118,customer118@email.com,HelgSon,eastberg,1962-07-26,Other,+37-765-3545,Spain,South,Andalusia,Seville,56416,898 High Street,  Apt 279,Italian,Active,2023-02-27,No,Yes,No,2023-08-19,
148,CUST00000119,customer119@email.com,Zelunidi,VanJones,1984-12-21,Other,+44-218-5940,Germany,North,Bremen,Bremen,76661,488 High Street,,German,Active,2021-11-20,No,No  ,No,2022-06-05,
149,CUST00000120,customer120@email.com,Yuliyey,Redfisher,1965-09-03,Other,+48-436-7555,Germany,South,Bavaria,Nuremberg,23303,945 High Street,Unit 275,Italian,Active  ,2022-08-29,No,No,Yes,2022-10-29,
150,CUST00000121,customer121@email.com,Giwore,LeJones,1958-07-16,M,+44-353-3079,United Kingdom,West,West Midlands,Birmingham,89340,297 Main Street,,English,Active,2021-01-28,No,Yes,No,2022-12-11,
151,CUST00000122,customer122@email.com,  William,LeJohnson,2003-10-23,M,+42-701-9006,France,North,Hauts-de-France,Lille,86530,241 High Street,,English,Active,2024-11-25,Yes,No,No,2024-12-02,
152,CUST00000123,customer123@email.com,MichTon,northfield,1963-06-09,Other,+38-186-5079,United Kingdom,South,East Sussex,Brighton,39216,523 High Street,,English,Active,2023-04-19,No,Yes,Yes,2023-11-29,
153,CUST00000124,customer124@email.com,DIDUNIP,NORTHWOOD,1954-04-01,M,,France,,Grand Est,Strasbourg,,217 Main Street,,,Active,2021-02-23,Yes,Yes,No,2021-02-23,2021-11-13
154,CUST00000124,customer124@email.com,Didunip,NorthWood,1954-04-01,M,+31-361-7357,Italy,West,Lazio,Rome,84810,  955 High Street,,,Active,2021-02-23,No,Yes,Yes,2021-11-13,2022-06-02
155,CUST00000124,customer124@email.com,Didunip,NorthWood,1954-04-01,M  ,+31-361-7357,United Kingdom,West,Bristol,Bristol,93277,182 Main Street,,French,Active,2021-02-23,Yes,Yes,No,2022-06-02,
156,CUST00000125,customer125@email.com,Dihecada,NorthStone,2003-11-16,F,+44-645-9306,United Kingdom,East,Cambridgeshire,Cambridge,96853,924 high street,,Italian,Active,2021-02-22,No,No,No,2021-04-14,
157,CUST00000126,customer126@email.com,  Vonexex,Bluebaker,1982-11-02,Other,+38-314-9738,Germany,East,Saxony,Dresden,84067,564 High Street,,German,Active,2024-06-25,Yes,No,No,2024-10-29,
158,CUST00000127,customer127@email.com,Gilugepo,DiSchmidt,1976-01-30,F,+43-994-7293,Italy,West,Lazio,Rome,  98857,518 Main Street,Suite 211  ,German,Active,2022-04-20,Yes,No,YES,2023-12-18,
159,CUST00000128,customer128@email.com,Keyam,Taylor,1988-12-23,F,+44-423-1233,Italy,North,Piedmont,Turin,25327,737 Main Street,,SPANISH,Active,2024-11-05,Yes,Yes,No,2024-12-20,
160,CUST00000129,customer129@email.com,Lori,LeSchneider,1964-01-13,M,+33-330-1228,United Kingdom,South,Greater London,London,34424,553 Main Street,Building C,German,Active,2024-11-18,Yes,No,No,2024-12-17,
161,CUST00000130,customer130@email.com,Tikaw  ,  Robert,2002-11-10,Other,+35-406-1045,Germany,West,North Rhine-Westphalia,Dusseldorf,25872,894 Main Street,,Spanish,Active  ,2024-07-17,No,No,No,2024-08-17,
162,CUST00000131,customer131@email.com,Wocezuh,McWeber,1973-12-02,F,+39-477-2135,Germany,North,Schleswig-Holstein,Kiel,88175,293 High Street,,French,Active,2023-11-25,Yes,No  ,No,2024-07-17,
163,CUST00000132,customer132@email.com,Himi,Delschneider,1978-11-14,M,+30-507-6275,United Kingdom,North,Greater Manchester,Manchester,12685,686 Main Street  ,Unit 155,German,Active,2022-10-15,No,Yes,  Yes,2022-12-18,
164,CUST00000133,customer133@email.com,Giovanni,McBrown,2005-06-21,M,+31-473-2164,France,South,Provence-Alpes-Cote d Azur,Nice,69258,673 High Street,,English,Active,2022-06-06,Yes,  Yes,Yes,2023-08-08,
165,CUST00000134,customer134@email.com,Wise,bluebaker,1958-01-26,F,+44-598-6714,Spain,North,Basque Country,Bilbao,25198,457 High Street,,Spanish,Active,2021-06-11,No,Yes,No  ,2023-03-30,
166,CUST00000135,customer135@email.com,Pisiw,VanWilson,1975-03-12,Other,+49-987-3737,France,West,Pays de la Loire,Nantes,86382,194 High Street,,SPANISH,Active,2024-05-01,No,Yes,No,2025-01-08,
167,CUST00000136,customer136@email.com,Mehix,MacJones,1961-02-05,Other,+40-148-7403,Spain,South,Andalusia,Seville,92373,113 Main Street,,English,  Active,2022-02-07,No,No,No,2022-04-28,
168,CUST00000137,customer137@email.com,Banoser,LaWilliams,1967-05-23,Other,+32-709-8587,Germany,East,Saxony,Dresden,51531,636 High Street,,French,Active,2023-01-16,No,No,No,2023-05-26,
169,CUST00000138,customer138@email.com,  Bolovo,MacMuller,1968-05-17,Other,+30-824-9365,France,North,Ile-de-France,Paris,58184,578 Main Street  ,Suite 400,English,Active,2024-07-28,Yes,yes,No,2024-09-02,
170,CUST00000139,customer139@email.com,Zepa,VonMuller,1999-06-12,M,+33-537-5408,Italy,North,Lombardy,Milan,98817,13 Main Street,,English,Active,2022-03-04,No,No,no,2022-12-05,
171,CUST00000140,customer140@email.com,Banohu,Williams,1990-04-17,Other  ,+36-249-9904,Spain,East,Valencia,Valencia,13293,637 Main Street,Building D,Italian,Active,2023-03-07,No,Yes,No,2023-03-29,
172,CUST00000141,customer141@email.com,Sana,NorthStone,1984-08-19,M,+48-618-5793,Italy,East,Emilia-Romagna,Bologna,52961,889 Main Street,,English,Active,2023-05-07,Yes,Yes,Yes  ,2024-10-30,
173,CUST00000142,customer142@email.com,Janiwiti,Whitefisher,1962-10-27,F,+31-212-8859,Italy,East,Veneto,Verona,38691,711 Main Street,Apt 353,French,Active,2022-04-15,No,  Yes,No,2023-11-18,
174,CUST00000143,customer143@email.com,Bozab,McWilliams,1956-06-27,F,+47-621-4834,France,East,Auvergne-Rhone-Alpes,Lyon,  51463,801 HIGH STREET,,French,Active,2024-10-15,Yes,No  ,No,2025-01-04,
175,CUST00000144,customer144@email.com,Moyobeg,diwilliams,1988-05-01,F  ,+32-410-8420,Germany,North,Schleswig-Holstein,Kiel,84983,166 Main Street,,German,Active,2022-03-17,No,Yes,Yes,2022-10-17,
176,CUST00000145,customer145@email.com,Rosa,NorthDale,2000-01-31,F,+32-934-2411,Italy,South,Sicily,Palermo,52757,604 High Street,,ENGLISH,Active,2021-03-08,Yes,No,No,2022-10-02,
177,CUST00000146,customer146@email.com,WolfSen,DiSmith,1998-09-17,F,,,,,,96880,,,,Active,2022-09-19,No,  Yes,No,2022-09-19,2023-11-27
178,CUST00000146,customer146@email.com,WolfSen,DiSmith,1998-09-17,F,+49-164-9800,,East,Emilia-Romagna,Bologna,59430,,,,Active,2022-09-19,Yes,Yes,YES,2023-11-27,2024-09-19
179,CUST00000146,customer146@email.com,WolfSen,DiSmith,1998-09-17,F  ,+49-164-9800,Italy,East,Emilia-Romagna,Bologna,59430,686 Main Street,Suite 395,Spanish,Active,2022-09-19,Yes,Yes,Yes,2024-09-19,
180,CUST00000147,customer147@email.com,  Babesune,Muller,1967-01-18,F,+31-639-9544  ,Germany,East,Saxony,Leipzig,31932,128 Main Street,,English,Active,2024-06-05,No,No,No,2024-06-08,
181,CUST00000148,customer148@email.com,Divulim,EastStone,1972-08-26,F,+31-229-3072,Italy,East,Veneto,Verona,42271,275 High Street,Suite 288,German,Active,2023-07-22,Yes,No  ,Yes,2024-11-19,
182,CUST00000149,customer149@email.com,Woluye,gonzalez  ,1977-09-06,Other,+39-358-2752,United Kingdom,West,Bristol,Bristol,92467,258 High Street,Floor 17,  Italian,Active,2024-03-14,Yes,No,Yes,2024-05-02,
183,CUST00000150,customer150@email.com,Ropoku,Marino,1972-04-27,M,+47-907-2629,Germany,East,Saxony,Leipzig,35480,711 High Street,,German,Active,2024-12-12,No,No,Yes,2025-01-09,
184,CUST00000151,customer151@email.com,Yarunoca,McMuller,1955-02-16,F,+34-480-1730,Italy,North,Piedmont,Turin,13798,  730 Main Street,Building E,Italian,Active,2021-12-22,No,Yes,No,2022-02-08,
185,CUST00000152,customer152@email.com,DIXERI,  LaWeber,1994-12-17,F,+39-717-3423,Italy,East,Emilia-Romagna,Bologna,19824,967 HIGH STREET,,English,Active,2023-04-23,Yes,Yes,No,2023-10-16,
186,CUST00000153,customer153@email.com,DaviSon,Southbrook,2003-05-01,other,+43-207-4821,France,West,Pays de la Loire,Nantes,  81859,708 High Street,,English,Active,2021-11-16,No,Yes,No,2023-01-21,
187,CUST00000154,customer154@email.com,Raxucavi,LaSmith,1987-02-18,Other,+41-420-8984,France,West,Nouvelle-Aquitaine,Bordeaux,44998,148 High Street,,English,Active,2022-09-17,No,No,Yes,2024-12-13,
188,CUST00000155,customer155@email.com,Andre,Graycooper,1954-11-18,Other,  +40-504-4496,Spain,West,Castile and Leon,Salamanca,68242,77 High Street,,German,Active,2023-08-03,No,No,Yes,2024-07-11,
189,CUST00000156,customer156@email.com,Kuwom,Redcooper,2003-07-30,M,+44-940-8533,United Kingdom,South,East Sussex,Brighton,70985,635 Main Street,,  Spanish,Active,2024-07-13,No,Yes,Yes,2024-10-11,
190,CUST00000157,customer157@email.com,Giuseppe,NorthBrook,1982-08-30,M,+41-832-8714,Italy,West,Tuscany,Florence,77705,702 Main Street,Unit 408,German,Active,2021-11-23,Yes,Yes,Yes,2022-06-18,
191,CUST00000158,customer158@email.com,  LindSen,LeDavis,1962-10-19,Other,+38-773-5123,United Kingdom,South,Greater London,London,31287,533 High Street,,  english,Active,2021-01-10,Yes,Yes,Yes,2023-06-19,
192,CUST00000159,customer159@email.com,Wako,DaAnderson,2003-06-13,OTHER,+49-965-4644,Italy,East,Emilia-Romagna,Bologna,35859,835 High Street,,Spanish,Active,2021-04-18,Yes,No,Yes,2022-12-27,
193,CUST00000160,customer160@email.com,Cobo,SouthBrook,1953-05-14,M,+43-771-4548,Spain,North,Basque Country,Bilbao,47894,382 High Street,,Spanish,Active,2022-10-15,No,Yes,No,2025-01-15,
194,CUST00000161,customer161@email.com,  Kiku,Bluesmith,1999-01-22,Other,+31-405-1628,France,East,Auvergne-Rhone-Alpes,Lyon,79698,8 main street,,Spanish,Active,2022-04-27,No,No,No,2024-08-16,
195,CUST00000162,customer162@email.com,Misare,McDavis,1961-06-23,M,,,,Cambridgeshire,Cambridge,77215,95 Main Street,Apt 450,English  ,Active  ,2022-07-23,Yes,No,Yes,2023-11-06,2024-05-13
196,CUST00000162,customer162@email.com,Misare,McDavis  ,1961-06-23,M,  +36-313-9081,Spain,South,Andalusia,Seville,61402,,Suite 485,English,  Active,2022-07-23,Yes,Yes,Yes,2024-05-13,
197,CUST00000163,customer163@email.com,Tunoxinu,LaJohnson,1984-07-04,Other,+38-516-2016,Spain,West,Community of Madrid,Madrid,94383,46 Main Street,,English,Active,2024-07-20,Yes,No,Yes,2024-11-10,
198,CUST00000164,customer164@email.com,Hopikiza,DeBrown,2005-03-26,F,+48-625-9868,United Kingdom,East,Cambridgeshire,Cambridge,10349,203 Main Street,,English,Active,2021-01-09,No,No,No,2023-03-29,
199,CUST00000165,customer165@email.com,Robert,WestStone,1982-03-06,M,+41-531-5724,Italy,East,Veneto,Verona,26578,423 Main Street,Apt 285,Spanish,Active,2022-12-11,Yes,Yes,Yes,2023-05-28,
200,CUST00000166,customer166@email.com,PatrSen,LeSmith,1965-10-07,F,+30-385-2600,France,West,Nouvelle-Aquitaine,Bordeaux,32799,391 Main Street,,German,Active,2023-07-18,No,Yes,No,2024-09-14,
201,CUST00000167,customer167@email.com,Ursula,LeWeber,1982-05-14,Other,+43-255-7397,Spain,East,Valencia,Valencia,71132,  494 Main Street,,  Spanish,Active,2022-12-15,No,No,No,2024-12-09,
202,CUST00000168,customer168@email.com,Cuwemixe,DelWilson,1993-06-11,Other,+37-851-1970,Italy,North,Veneto,Venice,85506  ,366 High Street,,italian,Active  ,2022-04-06,No,No,YES  ,2024-02-26,
203,CUST00000169,customer169@email.com,Lasew,DiBrown,1987-08-02,Other,+34-966-5877  ,Germany,West,North Rhine-Westphalia,Cologne,94157,98 High Street,Building B,Italian,Active,2022-05-09,Yes,Yes,Yes,2022-12-30,
204,CUST00000170,customer170@email.com,riket,Vonwilliams,1967-07-11,F,+42-300-5318,Spain,East,Valencia,Valencia,24257,818 Main Street,Unit 303,French,Active,2023-04-15,No,No,  Yes,2024-03-01,
205,CUST00000171,customer171@email.com,  Niguge,Silverhunter,1984-04-03,Other,+48-570-6482,Spain,South,Andalusia,Seville,47624,581 High Street,Building B,French,Active,2023-05-07,No,Yes,  Yes,2023-10-15,
206,CUST00000172,customer172@email.com,wiro,Williams,1972-10-07,F,+32-849-6329,Italy,West,Tuscany,Florence,45775,618 High Street,Apt 31  ,English,Active,2021-01-30,No,No,yes,2023-05-03,
207,CUST00000173,customer173@email.com,MarySon,MacAnderson,1988-11-03,F,+37-173-2492,Spain,West,Castile and Leon,Salamanca,95893,822 Main Street,,Spanish,Active,2024-11-10,Yes,No,Yes,2024-12-29,
208,CUST00000174,customer174@email.com,Layetur,LeTaylor,1954-03-27,F,+41-127-4066,Germany,East,Saxony,Dresden,17324,829 High Street,,German,Active,2021-01-19,Yes,Yes,No,2023-07-08,
209,CUST00000175,customer175@email.com,Dacemiti,Lopez,1957-05-11,Other,+43-124-7096,Germany,North,Bremen,Bremen,22353,15 MAIN STREET,,  Spanish,Active,2024-08-01,Yes,Yes,No,2024-09-26,
210,CUST00000176,customer176@email.com,desoxe,VonWeber,1969-10-06,M,+34-601-1298,France,South,Provence-Alpes-Cote d Azur,Marseille,51323,106 High Street,,German,active  ,2024-09-09,Yes,Yes,No,2024-12-22,
211,CUST00000177,customer177@email.com,Kiku,DaWilson,1979-07-05,F,+36-699-1125,Italy,South,Sicily,Palermo,62552,799 Main Street,Unit 36,  German,Active,2024-02-03,Yes,Yes,No  ,2024-06-24,
212,CUST00000178,customer178@email.com,Wire,DiDavis,1994-02-27,Other,+39-693-3075,United Kingdom,South,Greater London,London,86486,210 High Street,Building E,Italian,Active,2023-05-31,No,No,No,2024-06-14,
213,CUST00000179,customer179@email.com,Petra,WestStone,1975-05-16,f,,,West,,Bordeaux,,904 High Street,Suite 268,,Active  ,2021-11-20,No,Yes,Yes,2021-11-20,2021-12-01
214,CUST00000179,customer179@email.com,Petra  ,WestStone,1975-05-16,F,,,South,Bavaria,Nuremberg,,  875 High Street,,,Active,2021-11-20,No,No,No,2021-12-01,2022-10-19
215,CUST00000179,customer179@email.com,Petra,WestStone,1975-05-16,F  ,,Germany,South,,Nuremberg,68615,,Apt 468,,Active,2021-11-20,Yes,Yes,Yes,2022-10-19,2023-06-27
216,CUST00000179,customer179@email.com,Petra,WestStone,1975-05-16,F,+49-538-7386,Germany,South,Bavaria,Nuremberg,68615,875 High Street,Apt 468,Spanish,  Active,2021-11-20,No,Yes,Yes,2023-06-27,
217,CUST00000180,customer180@email.com,Giovanni,Martinez,1986-10-31,Other,+39-884-6235,United Kingdom,West,Bristol,Bristol,89201,789 High Street,Suite 166,English,Active,2022-06-03,Yes,Yes,No,2022-07-04,
218,CUST00000181,customer181@email.com,Hokamen,VonFischer,1980-10-17,M,+42-814-3646,Spain,North,Basque Country,Bilbao,34905,746 High Street,,Italian,Active,2024-12-07,Yes,Yes,Yes,2024-12-25,
219,CUST00000182,customer182@email.com,Ursula,Ricci,1980-03-11,Other,+45-135-8646,Spain,East,Valencia,Valencia,79923,303 MAIN STREET,,German,Active,2024-06-04,No,No,No,2024-06-16,
220,CUST00000183,customer183@email.com,Dura,Whitefisher,1950-04-08,M,+35-507-5622,United Kingdom,East,Cambridgeshire,Cambridge,83347  ,405 High Street,,German,Active,2023-08-14,No,Yes  ,No,2024-12-31,
221,CUST00000184,customer184@email.com,Hapo,Blackbaker,1953-03-15,m,+35-832-8497,Italy,North,Lombardy,Milan,60304,314 MAIN STREET,Apt 413,English,Active,2022-12-08,Yes,No,Yes,2024-04-19,
222,CUST00000185,customer185@email.com,Cisir,WestBerg,1967-05-26,Other,+38-489-3754  ,France,North,Hauts-de-France,Lille,80667,40 Main Street,Apt 494,Spanish,Active,2022-07-22,Yes,No,Yes,2022-09-29,
223,CUST00000186,customer186@email.com,Nathalie,VanWeber,1950-01-15,Other,+39-918-2471,Italy,East,Emilia-Romagna,Bologna,32467,484 Main Street,Suite 192,German,Active,2021-10-25,Yes,Yes  ,No,2022-11-28,
224,CUST00000187,customer187@email.com,Riyedico,VONMULLER,1992-10-20,Other,+30-906-2031,Germany,West,North Rhine-Westphalia,Dusseldorf,62367,402 Main Street,,Italian,Active  ,2024-02-03,Yes,No,No,2024-04-04,
225,CUST00000188,customer188@email.com,Daju,Silverhunter,1995-05-09,Other,+31-162-4759,Spain,North,Basque Country,San Sebastian,91495,595 Main Street,Floor 4,German,Active,2023-03-16,No,Yes,No,2024-09-27,
226,CUST00000189,customer189@email.com,Diminiz,  SMITH,1958-03-03,M,+37-334-1561,United Kingdom,South,East Sussex,Brighton,95401,361 High Street,,French,Active,2024-02-12,Yes,NO,Yes  ,2024-06-27,
227,CUST00000190,customer190@email.com,Cadupah,NorthLake,1961-07-18,Other,+43-619-4977,Spain,South,Andalusia,Seville,38740,105 Main Street,Floor 10,French,Active,2022-06-08,Yes,no,Yes,2023-02-20,
228,CUST00000191,customer191@email.com,Goxu,Petit,1990-10-23,M,,,West,Castile and Leon,,,51 High Street,,,Active,2021-12-14,Yes,Yes,Yes,2021-12-14,2022-01-04
229,CUST00000191,customer191@email.com,Goxu,Petit,1990-10-23,M,,Italy,,Piedmont,Turin,,,,,Active,2021-12-14,No,Yes,YES,2022-01-04,2022-01-05
230,CUST00000191,customer191@email.com,Goxu,Petit,1990-10-23,M,,Italy,,Piedmont,Turin,82151,3 MAIN STREET,,Spanish,Active,2021-12-14,No,  No,No,2022-01-05,2022-10-26
231,CUST00000191,customer191@email.com,Goxu,Petit,1990-10-23,m,+42-844-9981,Italy,North,Piedmont,Turin,82151,3 Main Street,,Spanish,Active,2021-12-14,No,Yes,Yes,2022-10-26,
232,CUST00000192,customer192@email.com,Macegud,Redhunter,1959-12-14,M,+48-826-6561,Italy,South,Campania,Naples,99116,992 main street,Apt 448,spanish,Active,2021-10-19,Yes,No,No,2024-01-27,
233,CUST00000193,customer193@email.com,Kuwom,DeJohnson,1968-06-17,F,+40-991-9074,Spain,West,Castile and Leon,Salamanca,97487,2 High Street,,French,Active,2023-03-28,Yes,No,  Yes,2023-06-18,
234,CUST00000194,customer194@email.com,Nideboz,Williams,1976-01-03,F,+41-236-4748,United Kingdom,East,Norfolk,Norwich,58234,117 Main Street,,Spanish  ,Active,2021-12-31,Yes,No,No,2023-03-25,
235,CUST00000195,customer195@email.com,Melijino,Fischer,1990-10-27,Other,+44-528-3786,Italy,South,Sicily,Palermo,55940,930 High Street  ,,Spanish,Active,2022-07-18,Yes,NO,Yes,2023-03-01,
236,CUST00000196,customer196@email.com,Hapaki,DaWeber,1989-02-27,Other,+48-226-1870,Germany,North,Schleswig-Holstein,Kiel,15683,972 MAIN STREET,,french,Active,2024-08-18,Yes,No,Yes,2024-10-14,
237,CUST00000197,customer197@email.com,Niguge,DaWilson,1955-07-01,M  ,+44-468-8682,Spain,East,Valencia,Valencia,66234,824 High Street,Floor 1,English,Active,2023-06-03,Yes,Yes,Yes,2023-07-18,
238,CUST00000198,customer198@email.com,LindLey,Garcia,1980-04-20,F,+44-950-8205,France,South,Provence-Alpes-Cote d Azur,Nice,95514,238 High Street,Building B,Italian,Active,2024-06-29,Yes,YES,Yes,2024-11-14,
